date,review,rating,title,lemmatized_review,top_emotion,emotion_score,sentiment_label,product_type,issue_type
2026-05-06,"I absolutely love it personally I think you should get it. I like YouTube, but Spotify is better because YouTube you can’t really make your own playlist or liked list but on Spotify, you can",5,Spotify is awesome,"I absolutely love it personally I think you should get it . I like youtube , but spotify be well because youtube you can not really make your own playlist or like list but on spotify , you can",Positive,0.521962583065033,LABEL_2,Playlist/Shuffle,General
2026-05-06,"IT IS AMAZING I always listen to it , has my favorite songs definitely recommend",5,Spotify,"it be amazing I always listen to it , have my favorite song definitely recommend",Positive,0.9499059319496155,LABEL_2,Music,Recommendation
2026-05-06,I LOVE SPOTIFY SO MUCH CUZ I CAN LISTEN TO MY FAV MUSIC ALL THE TIME,5,THE BEST MUSIC APP EVERRR,I love spotify so much cuz I can listen to my fav music all the time,Positive,0.7447699904441833,LABEL_2,Music,General
2026-05-06,"It’s a really good app you can make your own playlist they can be private or you can share them. You can explore every song in the world you can think of find your favorite songs. It is really good. There is some explicit songs so this is good for you to hear parents. There is parental controls. You can block all the and it’s just a really good app for your kids to experience find their favorite music and just have fun so I’m begging you if you are looking at this review, I’m telling you you have to get this app. It is amazing!!!!!! and well now the bad news it does take a lot of data, but still a really good app🤩",5,Good but a lot of data,"it ’ a really good app you can make your own playlist they can be private or you can share they . you can explore every song in the world you can think of find your favorite song . it be really good . there be some explicit song so this be good for you to hear parent . there be parental control . you can block all the and it ’ just a really good app for your kid to experience find their favorite music and just have fun so I ’m beg you if you be look at this review , I ’m tell you you have to get this app . it be amazing ! ! ! ! ! ! and well now the bad news it do take a lot of datum , but still a really good app 🤩",Neutral,0.450155645608902,LABEL_2,"Music, Playlist/Shuffle",Monetization
2026-05-06,"When you first make a Spotify account it doesn’t give you an option to make a Password so you can only make one but going through the “Forgot password” process which is very annoying & takes forever to get done.
  It used to play the next song but have no audio unless you paused then played it but now it just randomly pauses your song, I know someone else isn’t connected to my Bluetooth either cause I only have my headphones connected to it & no others under “paired devices”.
  It often says 1 of 2 ads but I get hit with up to 6 at a time, most of them are the same exact one that JUST got done playing or I get every. single. ad break which is getting on my nerves.",1,"No password, Stops playing, Too many ads","when you first make a spotify account it do not give you an option to make a password so you can only make one but go through the "" forgot password "" process which be very annoying & take forever to get do . 
   it use to play the next song but have no audio unless you pause then play it but now it just randomly pause your song , I know someone else be not connect to my bluetooth either cause I only have my headphone connect to it & no other under "" pair device "" . 
   it often say 1 of 2 ad but I get hit with up to 6 at a time , most of they be the same exact one that just get do playing or I get every . single . ad break which be get on my nerve .",Neutral,0.4785231649875641,LABEL_0,"Music, Playlist/Shuffle",Monetization
2026-05-06,They treat you like a literal peasant if you dont have spotify premium,1,Garbage,they treat you like a literal peasant if you do not have spotify premium,Neutral,0.6334980130195618,LABEL_0,General,Monetization
2026-05-06,Okay so you guys literally need to get this it’s way better then watching on YouTube when trying to play another game at the same time and the adds bearly I get one like each 6 songs sometimes never and if you see reviews of people saying that there’s an add every second it’s either there lying or there device is really glitchy or old,5,GET IF YOU LOVE SONGS,okay so you guy literally need to get this it ’ way well then watch on youtube when try to play another game at the same time and the add bearly I get one like each 6 song sometimes never and if you see review of people say that there ’ an add every second it ’s either there lie or there device be really glitchy or old,Neutral,0.8223720192909241,LABEL_1,Music,Monetization
2026-05-06,I love the app some much but my dad made me delete it sadly but really good I definitely recommend,5,Spotify,I love the app some much but my dad make I delete it sadly but really good I definitely recommend,Negative,0.7946023941040039,LABEL_2,General,"Monetization, Recommendation"
2026-05-06,"spotify is fine ig, but recently some artists have become inaccessible on my ipad. i noticed this the other day when i went to listen to my goat conan gray, but i couldnt because it kept closing out of his profile every time i clicked on it. in the end i had to search up a specific album to listen to instead of him on shuffle. today i went to listen to a different musician and it’s also not working for him. this also isnt for every artist. i am able to view olivia rodrigo and sombr but not jake minch or conan. my friend also attempted to open david kushner on her ipad but was also not able to. spotify you already prevent us from listening to music enough, at least give us access to semblance of access to our favorite musicians.",2,fix this bro,"spotify be fine ig , but recently some artist have become inaccessible on my ipad . I notice this the other day when I go to listen to my goat conan gray , but I could not because it keep close out of his profile every time I click on it . in the end I have to search up a specific album to listen to instead of he on shuffle . today I go to listen to a different musician and it ’s also not work for he . this also be not for every artist . I be able to view olivia rodrigo and sombr but not jake minch or conan . my friend also attempt to open david kushner on her ipad but be also not able to . spotify you already prevent we from listen to music enough , at least give we access to semblance of access to our favorite musician .",Negative,0.4803139269351959,LABEL_0,"Music, Playlist/Shuffle",Monetization
2026-05-06,45 seconds to a minute and 30 second ads after each song,1,Ads,45 second to a minute and 30 second ad after each song,Neutral,0.9159600734710693,LABEL_1,Music,Monetization
2026-05-06,Trash and bad when it’s forcing me to get premium then then and then I do my favorite songs. I press on one and then it says get premium and then I say dismiss it and then I keep pressing on the other song that says keep doing that it’s forcing me to pay,1,👎,trash and bad when it ’ force I to get premium then then and then I do my favorite song . I press on one and then it say get premium and then I say dismiss it and then I keep press on the other song that say keep do that it ’ force I to pay,Negative,0.3966570496559143,LABEL_0,Music,Monetization
2026-05-06,Great collection of music always find what i want my only complaint is commercials I hate all of them yes i know keeps it free,5,Classic Rock On,great collection of music always find what I want my only complaint be commercial I hate all of they yes I know keep it free,Negative,0.7763075828552246,LABEL_2,Music,Monetization
2026-05-06,Okay just gonna say this but can Spotify bring back the labubu cheese Obama and labubu Dubai chocolate song by Lil big stack back please???...,3,Bring back the labubu cheese Obama and labubu Dubai chocolate song...,okay just go to say this but can spotify bring back the labubu cheese obama and labubu dubai chocolate song by lil big stack back please ? ? ? ...,Neutral,0.661855936050415,LABEL_1,Music,General
2026-05-06,Spotify is great for listening to music:D,5,Reveiw,spotify be great for listen to music : d,Neutral,0.6831527352333069,LABEL_2,Music,General
2026-05-06,"I love the music app I just hate when you have to wait for 3-4-5 ADS to listen to your music.
Loved it when it was 1-2 ADS.",3,One complaint,"I love the music app I just hate when you have to wait for 3 - 4 - 5 ad to listen to your music . 
 love it when it be 1 - 2 ad .",Negative,0.28676775097846985,LABEL_2,Music,Monetization
2026-05-06,Spotify I literally can’t live without you,5,I love u,spotify I literally can not live without you,Positive,0.7454683780670166,LABEL_2,General,General
2026-05-06,Sucks can’t click what I want to listen unless I have premium,2,Sucks,suck can not click what I want to listen unless I have premium,Negative,0.4428773820400238,LABEL_0,General,Monetization
2026-05-06,Spotify has glitches the song keeps pausing and playing every minute  is getting annoying and it even change the song out of nowhere I hope you guys can fix your glitches,1,Glitch,spotify have glitch the song keep pause and play every minute   be get annoying and it even change the song out of nowhere I hope you guy can fix your glitch,Negative,0.6368077397346497,LABEL_0,Music,Technical
2026-05-06,spotify has been there for me in my highs and lows and in my opinion is the best music streaming app ever,5,spotify,spotify have be there for I in my high and low and in my opinion be the good music stream app ever,Positive,0.6502008438110352,LABEL_2,Music,General
2026-05-06,I just love this app.it is not an app this is a emotion 🖤,5,Peace full 🥹 Eko,I just love this app.it be not an app this be a emotion 🖤,Positive,0.9216231107711792,LABEL_2,General,General
2026-05-06,Stop putting podcasts at the top of my home screen. I don’t want to see them and there is no stop them from showing up.,1,Don’t care about podcasts,stop put podcast at the top of my home screen . I do not want to see they and there be no stop they from show up .,Negative,0.578715980052948,LABEL_0,Podcast,General
2026-05-06,I still don’t understand how or why Spotify can’t get ‘shuffle’ correct. I’ve been waiting years for them to figure it out and the same songs are played like clock work no matter what settings I have them set to.,1,Shuffle How?,I still do not understand how or why spotify can not get ' shuffle ' correct . I ’ve be wait year for they to figure it out and the same song be play like clock work no matter what setting I have they set to .,Neutral,0.6217378973960876,LABEL_0,"Music, Playlist/Shuffle",General
2026-05-06,love this <3,5,🤞🏼🧟,love this <3,Neutral,0.4429742097854614,LABEL_2,General,General
2026-05-06,Keeps not letting me pick the songs I want without giving notice that now only Spotify premium users can select specific songs.,1,Premium,keep not let I pick the song I want without give notice that now only spotify premium user can select specific song .,Neutral,0.9042648077011108,LABEL_0,Music,Monetization
2026-05-06,"I love how Spotify catalogs my favorite songs and suggests new artists.  

All I asked is the Spotify stops collaborating with ICE.",5,Spotify the Great!,"I love how spotify catalog my favorite song and suggest new artist .  

 all I ask be the spotify stop collaborate with ice .",Positive,0.8947802782058716,LABEL_2,Music,Recommendation
2026-05-06,"Used it everyday until they started running ICE advertisements, then I got Apple Music.",1,😪,"use it everyday until they start run ice advertisement , then I get apple music .",Neutral,0.9116894006729126,LABEL_1,Music,Monetization
2026-05-06,Talk are so peak on here😼,5,This app is goated🤫,talk be so peak on here 😼,Neutral,0.7981821894645691,LABEL_2,General,General
2026-05-06,The forced suggested playlists are mostly no good and the amount of advertising has become incredible.,3,It’s too much,the forced suggest playlist be mostly no good and the amount of advertising have become incredible .,Positive,0.6814875602722168,LABEL_0,Playlist/Shuffle,"Monetization, Recommendation"
2026-05-06,But it’s worth it! Oppp,5,Whyyyy do I have to pay for this,but it ’ worth it ! oppp,Positive,0.8941060900688171,LABEL_2,General,General
2026-05-06,I love it! Couldn’t live without it!,5,Love it!,I love it ! could not live without it !,Positive,0.8647871017456055,LABEL_2,General,General
2026-05-06,Recent update destroyed the iPad app. mini player wont show sometimes and the app will crash every time you go to an artist. I love the updated UI but it needs to actually work.,1,Unusable,recent update destroy the ipad app . mini player will not show sometimes and the app will crash every time you go to an artist . I love the update ui but it need to actually work .,Negative,0.7138875126838684,LABEL_0,"Podcast, Music","Monetization, Technical, Design/UI"
2026-05-06,Unusable without it,1,Premium too expensive,unusable without it,Negative,0.335662305355072,LABEL_0,General,General
2026-05-06,"Love spotify, sometimes a learning curve when updates happen but pretty user friendly. Always innovative add ons when they do add on",5,Using from the start,"love spotify , sometimes a learn curve when update happen but pretty user friendly . always innovative add ons when they do add on",Neutral,0.670817494392395,LABEL_2,General,"Monetization, Technical"
2026-05-06,Nice happy yay,5,Good stuff,nice happy yay,Positive,0.873745322227478,LABEL_2,General,General
2026-05-06,The was great until I hit a high number of followers (600+) and then it won’t let me see what it looks like public or update my playlist for my followers to listen too. This sort of made me not go on Spotify as much/ anymore.,4,The inconvenience,the be great until I hit a high number of follower ( 600 + ) and then it will not let I see what it look like public or update my playlist for my follower to listen too . this sort of make I not go on spotify as much/ anymore .,Neutral,0.5832072496414185,LABEL_0,Playlist/Shuffle,Technical
2026-05-06,Was paying for Audible and Apple Music but Spotify brings both together with a large music and book selection for about the price of a single one of those services.,5,Dropped Audible and Apple Music,be pay for audible and apple music but spotify bring both together with a large music and book selection for about the price of a single one of those service .,Neutral,0.4612453281879425,LABEL_2,Music,Monetization
2026-05-06,"It’s crazy how  many adds
you have to endure for a song",3,Adds,"it ’ crazy how   many add 
 you have to endure for a song",Positive,0.9349421858787537,LABEL_1,Music,Monetization
2026-05-06,Yk why,5,Spotify,yk why,Neutral,0.6162077188491821,LABEL_1,General,General
2026-05-06,"Dope Record , Sinister Is The Truth.. Lyrics Is Fire🔥🔥🔥🔥🔥",5,Ski Mask,"dope record , sinister be the truth .. lyric be fire 🔥 🔥 🔥 🔥 🔥",Negative,0.3317599594593048,LABEL_2,General,General
2026-05-06,"We need a “don’t recommend” option, a dislike button, and “never play podcast”. I have a popcast that always plays when I finish my playlist, a sleeping playlist! I’m paying for discomfort? I can use YouTube with an add blocker at this point.",5,More options for less options,"we need a "" do n’t recommend "" option , a dislike button , and "" never play podcast "" . I have a popcast that always play when I finish my playlist , a sleep playlist ! I ’m pay for discomfort ? I can use youtube with an add blocker at this point .",Neutral,0.6694117784500122,LABEL_0,"Podcast, Playlist/Shuffle","Monetization, Design/UI, Recommendation"
2026-05-06,Awesome sauce,5,Awesome,awesome sauce,Positive,0.5159057974815369,LABEL_2,General,General
2026-05-06,Terrible quality and bad service,1,Terrible,terrible quality and bad service,Negative,0.8133887052536011,LABEL_0,General,Monetization
2026-05-06,Good but a lot of ads,5,Idk,good but a lot of ad,Negative,0.5920823812484741,LABEL_1,General,Monetization
2026-05-06,I love Spotify it is such a great music app to use you can create playlists with friends or family or your own it has all types of music it has ads unless you get premium which is not that expensive great music app highly recommend!!😁,5,Great app,I love spotify it be such a great music app to use you can create playlist with friend or family or your own it have all type of music it have ad unless you get premium which be not that expensive great music app highly recommend ! ! 😁,Positive,0.8821884393692017,LABEL_2,"Music, Playlist/Shuffle","Monetization, Recommendation"
2026-05-06,The music is great but I wish that premium was free forever and amazing podcasts. I love that they all kinds of musicals and original cast recordings.,5,Great app,the music be great but I wish that premium be free forever and amazing podcast . I love that they all kind of musical and original cast recording .,Positive,0.4023932218551636,LABEL_2,"Podcast, Music",Monetization
2026-05-06,Too many ads in my library music,1,ads,too many ad in my library music,Negative,0.5930735468864441,LABEL_0,Music,Monetization
2026-05-06,It is so good I think it’s worth it to get premium,5,Nice,it be so good I think it ’ worth it to get premium,Positive,0.7111069560050964,LABEL_2,General,Monetization
2026-05-06,My son gifted us Spotify and I start everyday listening to Old School Gospel!,5,Spotify Brings Me Joy!,my son gift we spotify and I start everyday listen to old school gospel !,Neutral,0.7086142301559448,LABEL_2,General,General
2026-05-06,"Adding more YouTubers will not only increase the amount of people
 on the app and also 5 star rating",3,Add more YouTubers for kids like me who can’t go on you tube,"add more youtuber will not only increase the amount of people 
  on the app and also 5 star rating",Neutral,0.6893694400787354,LABEL_2,General,Monetization
2026-05-06,This is a good app because you can do everything while using it and create your own playlist.,5,Spotify,this be a good app because you can do everything while use it and create your own playlist .,Neutral,0.8621715903282166,LABEL_2,Playlist/Shuffle,General
2026-05-06,I love this app! Music is life 🤞🏼,5,I love music,I love this app ! music be life 🤞 🏼,Positive,0.9693084955215454,LABEL_2,Music,General
2026-05-06,Make it free,5,Free,make it free,Neutral,0.9317750930786133,LABEL_1,General,Monetization
2026-05-06,"If apps were people, Spotify would be my best friend",5,I love Spotify,"if app be people , spotify would be my good friend",Neutral,0.8457995057106018,LABEL_2,General,General
2026-05-06,"The DJ can’t even say artists names correctly, cuts off way too much of the beginning and end of songs, and does not mix it up enough. Just a glorified version of the already terrible shuffle feature.",1,AI terrible,"the dj can not even say artist name correctly , cut off way too much of the beginning and end of song , and do not mix it up enough . just a glorify version of the already terrible shuffle feature .",Negative,0.9032952785491943,LABEL_0,"Music, Playlist/Shuffle","Monetization, Technical, Recommendation"
2026-05-06,"i like all the songs it bring it makes me happy , sad , and joyful and im very very proud of this app id dont know what i will do without this app",5,Spotify,"I like all the song it bring it make I happy , sad , and joyful and I m very very proud of this app i d do not know what I will do without this app",Positive,0.9855778813362122,LABEL_2,Music,Monetization
2026-05-06,Spotify has everything and it’s easy to use.  Period.,5,Easy for Everything,spotify have everything and it ’ easy to use .   period .,Neutral,0.9328535199165344,LABEL_2,General,General
2026-05-06,"They say you get 15 hrs of audiobook with premium but it will take 2 months to listen to a 10 hr book. They scam you just so you will pay extra for toppers. By the time you’re allowed to listen to your book again, you’ve done forgotten about it or where you are in the book. Spotify is horrible. And it freezes up and crashes all the time.",2,Freezes and they lie about what you get with premium,"they say you get 15 hrs of audiobook with premium but it will take 2 month to listen to a 10 hr book . they scam you just so you will pay extra for topper . by the time you ’re allow to listen to your book again , you ’ve do forget about it or where you be in the book . spotify be horrible . and it freeze up and crash all the time .",Negative,0.5435706973075867,LABEL_0,Audiobook,"Monetization, Technical"
2026-05-06,Spotify is so good I can listen to my fav songs or others favs and I can just vibe with out anybody bothering me,5,I’m love this app,spotify be so good I can listen to my fav song or other favs and I can just vibe with out anybody bother I,Neutral,0.8335254788398743,LABEL_2,Music,General
2026-05-06,It’s good but it has SO MANY ADS like fr,3,Good but…,it ’ good but it have so many ad like fr,Positive,0.48266834020614624,LABEL_2,General,Monetization
2026-05-06,Good music but i js want more of my favorite youtubers,4,I want more of my fav youtubers,good music but I js want more of my favorite youtuber,Negative,0.8563759326934814,LABEL_2,Music,General
2026-05-06,This is has a lot of good music and a lot of potential if they would take off the adds for people without premium,4,Nice i guess,this be have a lot of good music and a lot of potential if they would take off the add for people without premium,Neutral,0.8547680974006653,LABEL_2,Music,Monetization
2026-05-06,It’s the best app for music and I love Spotify Apple Music don’t have nothing on Apple Music,5,Spotify the best,it ’ the good app for music and I love spotify apple music do not have nothing on apple music,Positive,0.7401084899902344,LABEL_2,Music,General
2026-05-06,Spotify has proven itself to be the best music app. The algorithm works well by giving you the type of music you’ll enjoy I will recommend any day,5,I love you guys,spotify have prove itself to be the good music app . the algorithm work well by give you the type of music you ’ll enjoy I will recommend any day,Neutral,0.5778699517250061,LABEL_2,Music,Recommendation
2026-05-06,Spotify is a great source for music. You could listen to any kinds of songs. But i would suggest getting premium or a plan so you don’t have to worry about the ads in between songs.,5,Spotify,spotify be a great source for music . you could listen to any kind of song . but I would suggest get premium or a plan so you do not have to worry about the ad in between song .,Neutral,0.89995276927948,LABEL_2,Music,"Monetization, Recommendation"
2026-05-06,Notoriously reliable Watch app,2,Terrible Watch app,notoriously reliable watch app,Neutral,0.7007935643196106,LABEL_1,General,General
2026-05-06,The ads are crazy and since when we can’t rewind,5,Ads !,the ad be crazy and since when we can not rewind,Negative,0.38672852516174316,LABEL_0,General,Monetization
2026-05-06,Hey guys I just wanted to say that I am learning Portuguese as a native Spanish speaker and it is better than Duolingo so yea get this on apple music or anything else.,5,Bad bunny,hey guy I just want to say that I be learn portuguese as a native spanish speaker and it be well than duolingo so yea get this on apple music or anything else .,Positive,0.4608096182346344,LABEL_2,Music,General
2026-05-06,The combination of corporate greed is annoying making us pay to choose or skip songs you all suck at doing your job n making people WANT this app,1,Skipping/choosing,the combination of corporate greed be annoying make we pay to choose or skip song you all suck at do your job n make people want this app,Negative,0.6037871837615967,LABEL_0,Music,"Monetization, Technical"
2026-05-06,Just started playing in the middle of the night woke me up from much needed rest a podcast that is pure garbage! Just deleted for good!,1,To angry for words,just start play in the middle of the night wake I up from much need rest a podcast that be pure garbage ! just delete for good !,Negative,0.7222416400909424,LABEL_0,Podcast,General
2026-05-06,"u waste 1min on two add every few songs, such a waste of time",1,double ads everywhere,"u waste 1min on two add every few song , such a waste of time",Negative,0.6444092392921448,LABEL_0,Music,Monetization
2026-05-06,"I’ve been a member with Spotify since like 2013, while I do prefer Spotify I’m seriously  considering switching over to Apple because my music will randomly shuffle itself and it’s really annoying. For example if I’m listening to my liked songs on a mass shuffle and pause my music for a couple hours when I come back into the app and press play it will automatically reshuffle the playlist.",3,Shuffle,"I ’ve be a member with spotify since like 2013 , while I do prefer spotify I ’m seriously   consider switch over to apple because my music will randomly shuffle itself and it ’ really annoying . for example if I ’m listen to my liked song on a mass shuffle and pause my music for a couple hour when I come back into the app and press play it will automatically reshuffle the playlist .",Neutral,0.5049390196800232,LABEL_0,"Music, Playlist/Shuffle",General
2026-05-06,The best app ever created for me 🤷🏾‍♂️,5,My honest opinion on this app,the good app ever create for I 🤷 🏾‍ ♂ ️,Positive,0.7058157920837402,LABEL_2,General,General
2026-05-06,Very good only with premium would delete the app immediately if I didn’t have it,4,Meow,very good only with premium would delete the app immediately if I do not have it,Neutral,0.9410517811775208,LABEL_2,General,Monetization
2026-05-06,"I find it ridiculous that Spotify bills premium members to keep listening to an audiobook. I love Spotify, hence why I pay extra for its features, but that is overkill for a company that isn’t hurting for money.",2,I shouldn’t have to pay for audio book hours on top of my premium subscription.,"I find it ridiculous that spotify bill premium member to keep listen to an audiobook . I love spotify , hence why I pay extra for its feature , but that be overkill for a company that be not hurt for money .",Negative,0.6660703420639038,LABEL_0,Audiobook,"Monetization, Technical"
2026-05-06,I like Spotify and I’ve been using it since 2017 so I have a bunch of songs that I don’t listen to anymore. Can you please make a way to multiad songs from your liked playlist?,4,Multi unadd,I like spotify and I ’ve be use it since 2017 so I have a bunch of song that I do not listen to anymore . can you please make a way to multiad song from your liked playlist ?,Neutral,0.900529146194458,LABEL_2,"Music, Playlist/Shuffle",Monetization
2026-05-06,Excellent times I wish the radio was on Spotify like Pandora has it,5,Creative wishing Spotify had the radio,excellent time I wish the radio be on spotify like pandora have it,Neutral,0.4670241177082062,LABEL_1,General,Monetization
2026-05-05,"I love having Spotify for listening to music, making song lists, and adding fun to my everyday life! I also use Spotify for entertainment at my home poker games. Friends love the music lists I create and play for them!",5,Spotify Means Music & Joy Anytime!,"I love have spotify for listen to music , make song list , and add fun to my everyday life ! I also use spotify for entertainment at my home poker game . friend love the music list I create and play for they !",Positive,0.980979859828949,LABEL_2,Music,Monetization
2026-05-05,Only got two instead of one because it has a playlist for everything videogames etc however you never get to listen to it because every two songs a terrible add plays and I’m let’s be honest I’m not paying for premium.actual radio stations play astronomically less ads,2,If you like unusable apps your at the right place,only get two instead of one because it have a playlist for everything videogame etc however you never get to listen to it because every two song a terrible add play and I ’m let ’s be honest I ’m not pay for premium.actual radio station play astronomically less ad,Negative,0.34450453519821167,LABEL_0,"Music, Playlist/Shuffle",Monetization
2026-05-05,"Honestly it’s better than Apple Music you can transfer your music to any músic app it’s always saving and never deletes your progress there’s also the fact that it lets you play any song only one ad it’s not bad 
Only thing is the ICE ads that are bad
But overall it’s good",4,Spotify Review,"honestly it ’ well than apple music you can transfer your music to any músic app it ’ always save and never delete your progress there ’ also the fact that it let you play any song only one ad it ’ not bad 
 only thing be the ice ad that be bad 
 but overall it ’ good",Neutral,0.7844967246055603,LABEL_2,Music,Monetization
2026-05-05,Everytime I try to send a message I won’t send,1,Sending messages won’t work,everytime I try to send a message I will not send,Negative,0.5236138701438904,LABEL_0,General,General
2026-05-05,I cant even switch through songs without getting an ad,3,Too many ads,I can not even switch through song without get an ad,Neutral,0.7235628366470337,LABEL_0,Music,Monetization
2026-05-05,"I like the app, but there are some inappropriate playlists that shouldn’t be on a music app that is open for all. The music is good but I just wish they could fix this problem with the playlists",4,The playlists,"I like the app , but there be some inappropriate playlist that should not be on a music app that be open for all . the music be good but I just wish they could fix this problem with the playlist",Negative,0.4775193929672241,LABEL_0,"Music, Playlist/Shuffle",Technical
2026-05-05,Could have less ads even when not having premium and having ads that we specifically like.,4,Ads,could have less ad even when not have premium and have ad that we specifically like .,Neutral,0.9359365105628967,LABEL_1,General,Monetization
2026-05-05,"A lot of songs to choose from, and you can make playlists for them. Pretty nice overall.",5,I like it,"a lot of song to choose from , and you can make playlist for they . pretty nice overall .",Neutral,0.5086200833320618,LABEL_2,"Music, Playlist/Shuffle",General
2026-05-05,"It’s my fav song app. Js amazing. If I don’t know the song and I only know a part of the song it immediately recognizes the lyrics and finds the song. Plays songs that it knows that I will probs like and 75% of the time it’s right. Also plays songs I liked a while ago and they think I would still like(that’s a good thing), and also plays songs that I have been listening to that month and week. (“They” as in the smart shuffle.) Also love DJ X. Js a cool feature, and knows what songs I’ve been liking and bases it off of that. The DJ also shows me new songs and brings me back to older songs js like the smart shuffle.(which is also rlly cool) Love it all! Js thank u for this awesome app.",5,AMAZING LOVE SPOTIFY,"it ’ my fav song app . js amazing . if I do not know the song and I only know a part of the song it immediately recognize the lyric and find the song . play song that it know that I will prob like and 75 % of the time it ’ right . also play song I like a while ago and they think I would still like(that ’ a good thing ) , and also play song that I have be listen to that month and week . ( "" they "" as in the smart shuffle . ) also love dj x. js a cool feature , and know what song I ’ve be like and base it off of that . the dj also show I new song and bring I back to old song js like the smart shuffle.(which be also rlly cool ) love it all ! js thank u for this awesome app .",Positive,0.5171488523483276,LABEL_2,"Podcast, Music, Playlist/Shuffle",Technical
2026-05-05,My favorite streaming app!,5,The best,my favorite streaming app !,Positive,0.9312500953674316,LABEL_2,General,General
2026-05-05,I'm not gonna lie I absolutely love this app spotify is the best but the new Ai playlist feature is absolutely buns. it didn't listen to me at all and made the absolute worst thing ever. please instead of just being able to change the prompt give it the ability to take some type of feedback so it can get better and i don't have to rewrite a new prompt just for another terrible playlist. please give it the ability to receive feedback!!,5,AI playlist creation,I be not go to lie I absolutely love this app spotify be the good but the new ai playlist feature be absolutely bun . it do not listen to I at all and make the absolute bad thing ever . please instead of just be able to change the prompt give it the ability to take some type of feedback so it can get well and I do not have to rewrite a new prompt just for another terrible playlist . please give it the ability to receive feedback ! !,Negative,0.8110578060150146,LABEL_2,Playlist/Shuffle,"Monetization, Technical"
2026-05-05,Is the best music app,4,I love Spotify,be the good music app,Positive,0.521449625492096,LABEL_2,Music,General
2026-05-05,Bring back the Arabic songs fully,3,Bring back the Arabic songs fully,bring back the arabic song fully,Neutral,0.9278610348701477,LABEL_1,Music,General
2026-05-05,The Best Music App.I use it regularly.Best recommendations and wrapped up with favourite artists.,5,Great for everyday listening,the good music app.i use it regularly.b recommendation and wrap up with favourite artist .,Positive,0.5420551300048828,LABEL_2,Music,Recommendation
2026-05-05,Can’t even be bothered to keep the song your building a radio around in the radio,1,Greed,can not even be bother to keep the song your build a radio around in the radio,Negative,0.5018538236618042,LABEL_0,Music,"Monetization, Design/UI"
2026-05-05,I love listening to different kind of music!!,5,It’s amazing and fun,I love listen to different kind of music ! !,Positive,0.9843363761901855,LABEL_2,Music,General
2026-05-05,"Way, WAY better than Amazon Music",5,Tuff app,"way , way well than amazon music",Positive,0.6145156621932983,LABEL_2,Music,General
2026-05-05,"Best app ever! I am now able to get up and because I am listening music, be more productive in the morning! I am also able to vibe any time, any where!",5,Download now!,"good app ever ! I be now able to get up and because I be listen music , be more productive in the morning ! I be also able to vibe any time , any where !",Positive,0.8021177649497986,LABEL_2,Music,General
2026-05-05,So I cried because I loved Spotify and they stopped letting me skip as much as I wanted and picking the songs I wanted to play and I didn’t have to pay and all of a sudden that’s all gone so they get 1 star from me,1,Why they get one star,so I cry because I love spotify and they stop let I skip as much as I want and pick the song I want to play and I do not have to pay and all of a sudden that ’s all go so they get 1 star from I,Negative,0.6806170344352722,LABEL_1,Music,"Monetization, Technical"
2026-05-05,Eminem should be #1 in the world!,5,Eminem,eminem should be # 1 in the world !,Negative,0.34337925910949707,LABEL_2,General,General
2026-05-05,"For like maybe a month or a little longer now, the app will tell me that I have no data and  says that I’m offline sometimes even when I’m at my house connected to my WiFi. My family has been experiencing the same issue.",1,No data/offline,"for like maybe a month or a little long now , the app will tell I that I have no datum and   say that I ’m offline sometimes even when I ’m at my house connect to my wifi . my family have be experience the same issue .",Neutral,0.60174560546875,LABEL_0,General,Technical
2026-05-05,"Love this app I hope Spotify does not get to much ads this is a good amount of ads no more anyways RIP JUICE WRLD, XXX, and last but not least lil peep",5,Good app,"love this app I hope spotify do not get to much ad this be a good amount of ad no more anyways rip juice wrld , xxx , and last but not least lil peep",Positive,0.4321308135986328,LABEL_2,General,"Monetization, Design/UI"
2026-05-05,Best free music around!,5,Free Spotify?,well free music around !,Positive,0.7558537721633911,LABEL_2,Music,Monetization
2026-05-05,I love all the music,5,You are the best,I love all the music,Positive,0.9756978154182434,LABEL_2,Music,General
2026-05-05,LEMME PICK WHAT SONGS I WANT TO LISTEN TO WITH OUT PAYING😐 🔫,4,SONGS,lemme pick what song I want to listen to with out pay 😐 🔫,Neutral,0.6081303954124451,LABEL_1,Music,Monetization
2026-05-05,Greatest app oat,5,Spotify,great app oat,Neutral,0.48789578676223755,LABEL_2,General,General
2026-05-05,Spotify is Great,5,First time using Spotify,spotify be great,Neutral,0.45515525341033936,LABEL_2,General,General
2026-05-05,"Spotify, you’re truly annoying me. Its frustrating that I can go from the most heart reaching gorgeous song to 5 straight ads in a row. 
And I can only pick what I want to play a few times? Like what. 
Like why must I play the entire album in hopes you’ll play the one song I like. 
💔",2,Hella Ads,"spotify , you ’re truly annoying I . its frustrating that I can go from the most heart reach gorgeous song to 5 straight ad in a row . 
 and I can only pick what I want to play a few time ? like what . 
 like why must I play the entire album in hope you ’ll play the one song I like . 
 💔",Negative,0.38297662138938904,LABEL_0,Music,Monetization
